"period","zone","gender","cancer","count"
"2003-2007","S01002238","Female","Malignant Neoplasms",11
"1997-2001","S01002230","Female","Malignant Neoplasms",6
"2003-2007","S01002239","Female","Malignant Neoplasms",18
"2003-2007","S01002226","Female","Malignant Neoplasms",15
"2005-2009","S01002237","Female","Malignant Neoplasms",18
"2000-2004","S01002236","Female","Malignant Neoplasms",14
"2002-2006","S01002234","Female","Malignant Neoplasms",7
"1998-2002","S01002230","Female","Malignant Neoplasms",4
"1997-2001","S01002226","Female","Malignant Neoplasms",10
"1998-2002","S01002232","Female","Malignant Neoplasms",11
"1999-2003","S01002234","Female","Malignant Neoplasms",13
"1999-2003","S01002230","Female","Malignant Neoplasms",6
"1999-2003","S01002232","Female","Malignant Neoplasms",12
"2001-2005","S01002234","Female","Malignant Neoplasms",12
"2002-2006","S01002236","Female","Malignant Neoplasms",15
"2004-2008","S01002234","Female","Malignant Neoplasms",5
"2000-2004","S01002230","Female","Malignant Neoplasms",6
"2004-2008","S01002226","Female","Malignant Neoplasms",18
"2000-2004","S01002225","Female","Malignant Neoplasms",2
"2004-2008","S01002232","Female","Malignant Neoplasms",12
"1999-2003","S01002237","Female","Malignant Neoplasms",14
"1998-2002","S01002239","Female","Malignant Neoplasms",11
"2002-2006","S01002233","Female","Malignant Neoplasms",18
"2001-2005","S01002230","Female","Malignant Neoplasms",7
"2002-2006","S01002232","Female","Malignant Neoplasms",15
"2002-2006","S01002230","Female","Malignant Neoplasms",10
"2002-2006","S01002235","Female","Malignant Neoplasms",16
"1999-2003","S01002238","Female","Malignant Neoplasms",12
"1997-2001","S01002237","Female","Malignant Neoplasms",12
"2001-2005","S01002232","Female","Malignant Neoplasms",15
"2000-2004","S01002235","Female","Malignant Neoplasms",13
"2004-2008","S01002237","Female","Malignant Neoplasms",14
"2005-2009","S01002227","Female","Malignant Neoplasms",23
"2003-2007","S01002230","Female","Malignant Neoplasms",12
"1998-2002","S01002226","Female","Malignant Neoplasms",9
"2003-2007","S01002248","All","Colorectal Cancer",8
"2005-2009","S01002252","All","Colorectal Cancer",5
"2001-2005","S01002252","All","Colorectal Cancer",3
"2001-2005","S01002253","All","Colorectal Cancer",6
"2005-2009","S01002242","All","Colorectal Cancer",4
"2004-2008","S01002242","All","Colorectal Cancer",3
"1998-2002","S01002248","All","Colorectal Cancer",6
"2002-2006","S01002248","All","Colorectal Cancer",8
"2001-2005","S01002248","All","Colorectal Cancer",7
"1999-2003","S01002253","All","Colorectal Cancer",5
"2001-2005","S01002240","All","Colorectal Cancer",3
"2005-2009","S01002240","All","Colorectal Cancer",1
"1997-2001","S01002242","All","Colorectal Cancer",1
"1999-2003","S01002248","All","Colorectal Cancer",8
"2000-2004","S01002248","All","Colorectal Cancer",10
"1997-2001","S01002247","All","Colorectal Cancer",5
"2005-2009","S01002241","All","Colorectal Cancer",1
"2002-2006","S01002241","All","Colorectal Cancer",3
"1999-2003","S01002251","All","Colorectal Cancer",2
"1998-2002","S01002247","All","Colorectal Cancer",5
"2003-2007","S01002242","All","Colorectal Cancer",4
"1998-2002","S01002242","All","Colorectal Cancer",2
"2000-2004","S01002251","All","Colorectal Cancer",1
"2005-2009","S01002251","All","Colorectal Cancer",1
"2004-2008","S01002251","All","Colorectal Cancer",1
"2003-2007","S01002247","All","Colorectal Cancer",6
"1999-2003","S01002247","All","Colorectal Cancer",6
"2004-2008","S01002247","All","Colorectal Cancer",5
"2002-2006","S01002247","All","Colorectal Cancer",7
"2002-2006","S01002242","All","Colorectal Cancer",3
"2005-2009","S01002247","All","Colorectal Cancer",5
"2000-2004","S01002247","All","Colorectal Cancer",8
"2001-2005","S01002247","All","Colorectal Cancer",7
"2005-2009","S01002253","All","Colorectal Cancer",3
"1997-2001","S01002251","All","Colorectal Cancer",3
"2001-2005","S01002251","All","Colorectal Cancer",1
"2004-2008","S01002241","All","Colorectal Cancer",1
"1998-2002","S01002251","All","Colorectal Cancer",1
"2003-2007","S01002251","All","Colorectal Cancer",1
"2002-2006","S01002246","All","Colorectal Cancer",7
"1998-2002","S01002246","All","Colorectal Cancer",2
"2003-2007","S01002246","All","Colorectal Cancer",6
"2001-2005","S01002242","All","Colorectal Cancer",3
"2001-2005","S01002246","All","Colorectal Cancer",6
"1997-2001","S01002246","All","Colorectal Cancer",3
"2004-2008","S01002246","All","Colorectal Cancer",5
"1999-2003","S01002246","All","Colorectal Cancer",3
"2000-2004","S01002253","All","Colorectal Cancer",5
"2003-2007","S01002241","All","Colorectal Cancer",2
"2002-2006","S01002251","All","Colorectal Cancer",1
"1999-2003","S01002242","All","Colorectal Cancer",3
"2000-2004","S01002242","All","Colorectal Cancer",4
"2005-2009","S01002246","All","Colorectal Cancer",5
"2000-2004","S01002246","All","Colorectal Cancer",5
"2005-2009","S01002245","All","Colorectal Cancer",6
"2004-2008","S01002240","All","Colorectal Cancer",2
"2002-2006","S01002250","All","Colorectal Cancer",1
"2005-2009","S01002250","All","Colorectal Cancer",2
"2004-2008","S01002245","All","Colorectal Cancer",2
"2002-2006","S01002253","All","Colorectal Cancer",6
"1998-2002","S01002241","All","Colorectal Cancer",6
"1997-2001","S01002250","All","Colorectal Cancer",2
"2000-2004","S01002250","All","Colorectal Cancer",0
"2000-2004","S01002241","All","Colorectal Cancer",4
"2003-2007","S01002245","All","Colorectal Cancer",2
"2002-2006","S01002245","All","Colorectal Cancer",2
"2005-2009","S01002254","All","Colorectal Cancer",0
"2001-2005","S01002245","All","Colorectal Cancer",3
"1997-2001","S01002243","All","Colorectal Cancer",1
"2000-2004","S01002245","All","Colorectal Cancer",2
"2000-2004","S01002243","All","Colorectal Cancer",0
"2004-2008","S01002253","All","Colorectal Cancer",4
"1997-2001","S01002253","All","Colorectal Cancer",6
"2004-2008","S01002254","All","Colorectal Cancer",1
"1999-2003","S01002250","All","Colorectal Cancer",0
"1998-2002","S01002250","All","Colorectal Cancer",1
"2003-2007","S01002253","All","Colorectal Cancer",4
"1999-2003","S01002245","All","Colorectal Cancer",2
"1998-2002","S01002245","All","Colorectal Cancer",2
"1997-2001","S01002245","All","Colorectal Cancer",1
"2004-2008","S01002244","All","Colorectal Cancer",0
"2003-2007","S01002244","All","Colorectal Cancer",1
"1999-2003","S01002244","All","Colorectal Cancer",3
"1997-2001","S01002244","All","Colorectal Cancer",3
"2004-2008","S01002243","All","Colorectal Cancer",1
"2000-2004","S01002244","All","Colorectal Cancer",3
"2005-2009","S01002243","All","Colorectal Cancer",1
"2001-2005","S01002244","All","Colorectal Cancer",2
"1998-2002","S01002244","All","Colorectal Cancer",2
"2005-2009","S01002244","All","Colorectal Cancer",1
"2001-2005","S01002243","All","Colorectal Cancer",0
"2002-2006","S01002244","All","Colorectal Cancer",2
"2004-2008","S01002250","All","Colorectal Cancer",2
"2000-2004","S01002254","All","Colorectal Cancer",2
"1998-2002","S01002254","All","Colorectal Cancer",1
"2003-2007","S01002240","All","Colorectal Cancer",2
"2002-2006","S01002243","All","Colorectal Cancer",1
"1998-2002","S01002253","All","Colorectal Cancer",7
"1997-2001","S01002241","All","Colorectal Cancer",6
"2003-2007","S01002250","All","Colorectal Cancer",1
"2002-2006","S01002254","All","Colorectal Cancer",2
"2001-2005","S01002254","All","Colorectal Cancer",2
"2003-2007","S01002243","All","Colorectal Cancer",1
"1999-2003","S01002243","All","Colorectal Cancer",0
"2001-2005","S01002250","All","Colorectal Cancer",0
"1999-2003","S01002241","All","Colorectal Cancer",5
"1998-2002","S01002243","All","Colorectal Cancer",1
"2003-2007","S01002252","All","Colorectal Cancer",3
"1998-2002","S01002252","All","Colorectal Cancer",5
"1999-2003","S01002252","All","Colorectal Cancer",3
"2002-2006","S01002240","All","Colorectal Cancer",2
"1997-2001","S01002252","All","Colorectal Cancer",5
"2000-2004","S01002240","All","Colorectal Cancer",2
"1997-2001","S01002240","All","Colorectal Cancer",3
"2003-2007","S01002249","All","Colorectal Cancer",1
"1998-2002","S01002249","All","Colorectal Cancer",7
"1997-2001","S01002249","All","Colorectal Cancer",5
"1999-2003","S01002249","All","Colorectal Cancer",6
"2004-2008","S01002249","All","Colorectal Cancer",1
"2002-2006","S01002249","All","Colorectal Cancer",3
"2005-2009","S01002249","All","Colorectal Cancer",2
"2000-2004","S01002249","All","Colorectal Cancer",3
"2002-2006","S01002252","All","Colorectal Cancer",3
"2001-2005","S01002241","All","Colorectal Cancer",4
"1999-2003","S01002240","All","Colorectal Cancer",2
"2001-2005","S01002249","All","Colorectal Cancer",2
"1998-2002","S01002240","All","Colorectal Cancer",2
"2003-2007","S01002254","All","Colorectal Cancer",2
"1997-2001","S01002254","All","Colorectal Cancer",2
"2005-2009","S01002248","All","Colorectal Cancer",6
"2004-2008","S01002248","All","Colorectal Cancer",7
"1997-2001","S01002248","All","Colorectal Cancer",6
"2000-2004","S01002252","All","Colorectal Cancer",3
"1999-2003","S01002254","All","Colorectal Cancer",1
"2004-2008","S01002252","All","Colorectal Cancer",4
"2003-2007","S01002240","All","Malignant Neoplasms",14
"2005-2009","S01002248","All","Lung Cancer",3
"2000-2004","S01002245","All","Lung Cancer",1
"2001-2005","S01002242","All","Lung Cancer",3
"1997-2001","S01002248","All","Lung Cancer",2
"2005-2009","S01002254","All","Lung Cancer",3
"1998-2002","S01002254","All","Lung Cancer",4
"2001-2005","S01002246","All","Lung Cancer",7
"1998-2002","S01002249","All","Lung Cancer",6
"2004-2008","S01002246","All","Lung Cancer",2
"2004-2008","S01002251","All","Lung Cancer",1
"2002-2006","S01002250","All","Lung Cancer",5
"2004-2008","S01002244","All","Lung Cancer",6
"1999-2003","S01002242","All","Lung Cancer",4
"2000-2004","S01002244","All","Lung Cancer",2
"1999-2003","S01002246","All","Lung Cancer",8
"1998-2002","S01002246","All","Lung Cancer",6
"1998-2002","S01002250","All","Lung Cancer",5
"2002-2006","S01002249","All","Lung Cancer",8
"2002-2006","S01002241","All","Lung Cancer",11
"2003-2007","S01002240","All","Lung Cancer",4
"2004-2008","S01002252","All","Lung Cancer",1
"2005-2009","S01002242","All","Lung Cancer",2
"2000-2004","S01002240","All","Lung Cancer",1
"1997-2001","S01002250","All","Lung Cancer",5
"2003-2007","S01002246","All","Lung Cancer",6
"2000-2004","S01002246","All","Lung Cancer",9
"1997-2001","S01002252","All","Lung Cancer",4
"2004-2008","S01002241","All","Lung Cancer",3
"2001-2005","S01002251","All","Lung Cancer",2
"2005-2009","S01002251","All","Lung Cancer",1
"1997-2001","S01002243","All","Lung Cancer",3
"2001-2005","S01002245","All","Lung Cancer",1
"2002-2006","S01002246","All","Lung Cancer",5
"2003-2007","S01002244","All","Lung Cancer",6
"2004-2008","S01002243","All","Lung Cancer",3
"1997-2001","S01002249","All","Lung Cancer",10
"2005-2009","S01002241","All","Lung Cancer",4
"2001-2005","S01002247","All","Lung Cancer",6
"1999-2003","S01002251","All","Lung Cancer",2
"2002-2006","S01002252","All","Lung Cancer",2
"2005-2009","S01002245","All","Lung Cancer",1
"1999-2003","S01002250","All","Lung Cancer",3
"1999-2003","S01002254","All","Lung Cancer",3
"2005-2009","S01002250","All","Lung Cancer",6
"2004-2008","S01002250","All","Lung Cancer",5
"2000-2004","S01002241","All","Lung Cancer",9
"2000-2004","S01002251","All","Lung Cancer",2
"2004-2008","S01002254","All","Lung Cancer",1
"2000-2004","S01002253","All","Lung Cancer",14
"1999-2003","S01002241","All","Lung Cancer",10
"2000-2004","S01002250","All","Lung Cancer",3
"2004-2008","S01002247","All","Lung Cancer",8
"1998-2002","S01002240","All","Lung Cancer",1
"2001-2005","S01002254","All","Lung Cancer",2
"1997-2001","S01002244","All","Lung Cancer",3
"2001-2005","S01002252","All","Lung Cancer",1
"1998-2002","S01002241","All","Lung Cancer",5
"1997-2001","S01002241","All","Lung Cancer",4
"2000-2004","S01002249","All","Lung Cancer",5
"1999-2003","S01002252","All","Lung Cancer",2
"2003-2007","S01002241","All","Lung Cancer",8
"2004-2008","S01002249","All","Lung Cancer",9
"2003-2007","S01002251","All","Lung Cancer",1
"2005-2009","S01002243","All","Lung Cancer",4
"2000-2004","S01002252","All","Lung Cancer",1
"1997-2001","S01002242","All","Lung Cancer",3
"1998-2002","S01002248","All","Lung Cancer",2
"2000-2004","S01002247","All","Lung Cancer",6
"1998-2002","S01002251","All","Lung Cancer",2
"2003-2007","S01002247","All","Lung Cancer",10
"2005-2009","S01002249","All","Lung Cancer",9
"1997-2001","S01002247","All","Lung Cancer",6
"1999-2003","S01002249","All","Lung Cancer",6
"1999-2003","S01002240","All","Lung Cancer",1
"2002-2006","S01002253","All","Lung Cancer",16
"2002-2006","S01002242","All","Lung Cancer",2
"1999-2003","S01002247","All","Lung Cancer",6
"2003-2007","S01002242","All","Lung Cancer",1
"2003-2007","S01002243","All","Lung Cancer",2
"1998-2002","S01002247","All","Lung Cancer",6
"2000-2004","S01002243","All","Lung Cancer",1
"1998-2002","S01002243","All","Lung Cancer",2
"2002-2006","S01002245","All","Lung Cancer",1
"2005-2009","S01002247","All","Lung Cancer",10
"2000-2004","S01002242","All","Lung Cancer",4
"2002-2006","S01002247","All","Lung Cancer",7
"2003-2007","S01002245","All","Lung Cancer",1
"1998-2002","S01002244","All","Lung Cancer",2
"1998-2002","S01002242","All","Lung Cancer",5
"2005-2009","S01002253","All","Lung Cancer",12
"1997-2001","S01002240","All","Lung Cancer",1
"2001-2005","S01002243","All","Lung Cancer",0
"1997-2001","S01002246","All","Lung Cancer",6
"2001-2005","S01002249","All","Lung Cancer",5
"2005-2009","S01002244","All","Lung Cancer",6
"1997-2001","S01002251","All","Lung Cancer",1
"2001-2005","S01002241","All","Lung Cancer",10
"2003-2007","S01002252","All","Lung Cancer",1
"2001-2005","S01002253","All","Lung Cancer",13
"2002-2006","S01002240","All","Lung Cancer",4
"1997-2001","S01002245","All","Lung Cancer",0
"2003-2007","S01002254","All","Lung Cancer",2
"1999-2003","S01002253","All","Lung Cancer",11
"1998-2002","S01002253","All","Lung Cancer",10
"2002-2006","S01002254","All","Lung Cancer",2
"2004-2008","S01002248","All","Lung Cancer",2
"2004-2008","S01002242","All","Lung Cancer",1
"2003-2007","S01002253","All","Lung Cancer",13
"1999-2003","S01002248","All","Lung Cancer",1
"2001-2005","S01002248","All","Lung Cancer",0
"2004-2008","S01002245","All","Lung Cancer",1
"1999-2003","S01002243","All","Lung Cancer",2
"2005-2009","S01002252","All","Lung Cancer",2
"1997-2001","S01002253","All","Lung Cancer",9
"2002-2006","S01002251","All","Lung Cancer",1
"1998-2002","S01002245","All","Lung Cancer",1
"2001-2005","S01002240","All","Lung Cancer",3
"2003-2007","S01002250","All","Lung Cancer",4
"2000-2004","S01002254","All","Lung Cancer",3
"2001-2005","S01002250","All","Lung Cancer",3
"2000-2004","S01002248","All","Lung Cancer",0
"1999-2003","S01002244","All","Lung Cancer",2
"1998-2002","S01002252","All","Lung Cancer",2
"2002-2006","S01002244","All","Lung Cancer",6
"2004-2008","S01002253","All","Lung Cancer",14
"1997-2001","S01002254","All","Lung Cancer",3
"2002-2006","S01002248","All","Lung Cancer",0
"2004-2008","S01002240","All","Lung Cancer",4
"2003-2007","S01002248","All","Lung Cancer",1
"2005-2009","S01002240","All","Lung Cancer",4
"2003-2007","S01002249","All","Lung Cancer",10
"1999-2003","S01002245","All","Lung Cancer",1
"2005-2009","S01002246","All","Lung Cancer",2
"2002-2006","S01002243","All","Lung Cancer",1
"2001-2005","S01002244","All","Lung Cancer",3
"1998-2002","S01002252","All","Prostate Cancer",3
"1997-2001","S01002248","All","Prostate Cancer",3
"2004-2008","S01002248","All","Prostate Cancer",3
"2000-2004","S01002242","All","Prostate Cancer",3
"1998-2002","S01002240","All","Prostate Cancer",2
"2002-2006","S01002252","All","Prostate Cancer",2
"2000-2004","S01002248","All","Prostate Cancer",9
"2001-2005","S01002254","All","Prostate Cancer",1
"1999-2003","S01002249","All","Prostate Cancer",1
"2005-2009","S01002249","All","Prostate Cancer",1
"2001-2005","S01002249","All","Prostate Cancer",0
"2002-2006","S01002249","All","Prostate Cancer",0
"1999-2003","S01002240","All","Prostate Cancer",1
"1997-2001","S01002240","All","Prostate Cancer",2
"1997-2001","S01002241","All","Prostate Cancer",5
"2004-2008","S01002249","All","Prostate Cancer",1
"2003-2007","S01002249","All","Prostate Cancer",0
"1998-2002","S01002249","All","Prostate Cancer",3
"1999-2003","S01002252","All","Prostate Cancer",3
"1997-2001","S01002249","All","Prostate Cancer",4
"2003-2007","S01002252","All","Prostate Cancer",1
"2000-2004","S01002249","All","Prostate Cancer",0
"1999-2003","S01002241","All","Prostate Cancer",2
"2001-2005","S01002252","All","Prostate Cancer",2
"1998-2002","S01002241","All","Prostate Cancer",3
"1997-2001","S01002252","All","Prostate Cancer",2
"2000-2004","S01002240","All","Prostate Cancer",1
"1997-2001","S01002254","All","Prostate Cancer",0
"2004-2008","S01002254","All","Prostate Cancer",0
"2000-2004","S01002254","All","Prostate Cancer",1
